1.7	-0.94225	0.00564022
1.9	-0.89215	0.00787319
2.1	-0.807739	0.0118025
2.2	-0.740916	0.0146386
2.25	-0.698982	0.0155656
2.3	-0.655234	0.0151354
2.5	-0.541949	0.0114626
2.7	-0.473577	0.010355
2.9	-0.423554	0.00963554
3.1	-0.384458	0.00910822
3.3	-0.352789	0.00902236
3.5	-0.326049	0.00864061
