1.7	0.387216
1.9	0.693808
2.1	1.14869
2.2	1.77814
2.25	1.86617
2.3	2.12531
2.5	0.821687
2.7	0.595568
2.9	0.450049
3.1	0.353916
3.3	0.297849
3.5	0.247795
