1.7	0.948927
1.9	0.904412
2.1	0.829807
2.2	0.771166
2.25	0.728889
2.3	0.667734
2.5	0.548639
2.7	0.47793
2.9	0.426386
3.1	0.386647
3.3	0.354325
3.5	0.32743
