0, 0
0.387099, 0
0.723262, 0
0.979947, 0
1.52366, 0
5.20274, 0
9.55481, 0
19.1911, 0
46.7914, 0

0, 0
0.353899, 0.161148
0.713752, 0.117502
0.974766, 0.0973612
1.52152, 0.0805729
5.20256, 0.0436437
9.55476, 0.0302169
19.1911, 0.0201459
46.7914, 0.0167874

0, 0
0.260817, 0.295029
0.685481, 0.231915
0.959269, 0.193692
1.5151, 0.160919
5.20201, 0.0872843
9.55459, 0.0604334
19.1911, 0.0402917
46.7914, 0.0335748

0, 0
0.125238, 0.380837
0.639212, 0.340239
0.933589, 0.287967
1.50442, 0.240813
5.20109, 0.130919
9.55432, 0.0906493
19.191, 0.0604375
46.7914, 0.0503622

0, 0
-0.0296805, 0.407836
0.576194, 0.439646
0.897948, 0.379169
1.4895, 0.320029
5.1998, 0.174544
9.55394, 0.120864
19.1909, 0.0805832
46.7914, 0.0671496

0, 0
-0.180279, 0.375488
0.498118, 0.527564
0.85266, 0.466297
1.47039, 0.398344
5.19815, 0.218157
9.55345, 0.151078
19.1908, 0.100729
46.7914, 0.083937

0, 0
-0.306055, 0.291441
0.407068, 0.60174
0.798129, 0.548371
1.44715, 0.475539
5.19613, 0.261754
9.55285, 0.181289
19.1906, 0.120874
46.7914, 0.100724

0, 0
-0.391488, 0.168977
0.305455, 0.660301
0.734853, 0.624436
1.41983, 0.551395
5.19374, 0.305333
9.55213, 0.211499
19.1904, 0.14102
46.7913, 0.117512

0, 0
-0.426677, 0.0248266
0.195951, 0.701801
0.663425, 0.693572
1.38852, 0.625698
5.19099, 0.34889
9.55131, 0.241706
19.1902, 0.161165
46.7913, 0.134299

0, 0
-0.40749, -0.122488
0.0814077, 0.725252
0.58453, 0.754904
1.3533, 0.698239
5.18787, 0.392423
9.55038, 0.271911
19.19, 0.18131
46.7912, 0.151086

0, 0
-0.335672, -0.253982
-0.0352192, 0.730137
0.498954, 0.807605
1.31426, 0.768812
5.18438, 0.435928
9.54934, 0.302112
19.1898, 0.201454
46.7912, 0.167874

0, 0
-0.219073, -0.351593
-0.150948, 0.716424
0.407575, 0.850913
1.27152, 0.837218
5.18053, 0.479402
9.54819, 0.33231
19.1895, 0.221598
46.7911, 0.184661

0, 0
-0.0718126, -0.399996
-0.26285, 0.684549
0.311367, 0.88414
1.2252, 0.903264
5.17631, 0.522843
9.54694, 0.362504
19.1892, 0.241743
46.7911, 0.201448

0, 0
0.086094, -0.389101
-0.368119, 0.635398
0.211399, 0.906686
1.17542, 0.966761
5.17172, 0.566246
9.54557, 0.392695
19.1888, 0.261886
46.791, 0.218236

0, 0
0.230466, -0.317034
-0.464137, 0.570283
0.108824, 0.918054
1.12232, 1.02753
5.16677, 0.609609
9.54409, 0.42288
19.1885, 0.28203
46.791, 0.235023

0, 0
0.336756, -0.192581
-0.548538, 0.490893
0.0048798, 0.91786
1.06605, 1.0854
5.16146, 0.65293
9.5425, 0.453061
19.1881, 0.302172
46.7909, 0.25181

